Date,Tweet,Stock Name,Company Name,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
2022-01-17,"$AMD $AMZN etc. still haven't scheduled, but here's a look at the coming #earningsseason 

https://t.co/lObOE0dgsr 

$TSLA $AAPL $GS $BAC $MSFT $SCHW $NFLX $MS $FB $PNC $ASML $UNH $BK $AAL $F $PG $TFC $CLF $INTC $AA $BA $T $SBNY $MBWM $FMBI $ONB $FAST $UPST $FBK $GNTY $PFE $GE https://t.co/Eu1x2pPflD",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-19,"*INTEL CEO GELSINGER INTENDS TO COMPETE AGAINST NVIDIA IN GPUS
$INTC $NVDA",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-21,"I spoke with @intel CEO @PGelsinger this morning about the $INTC $20B chip fab commitment in Ohio. Site is within a 3-hour drive of 5 other states. Follow-on economic impact of such a site is huge for the Midwest. @SquawkCNBC 
 https://t.co/bAsjSeEAf6",INTC,Intel Corporation,0.0,0.828,0.172,0.7845,Positive
2022-01-21,Hard to overstate what a big deal it is that Intel will build a $20 billion complex to make semiconductor chips in Ohio; U.S. only produces 12% of the world's chips now - semiconductors are absolutely essential to national/economic security $INTC,INTC,Intel Corporation,0.033,0.911,0.056,0.25,Positive
2022-01-22,"Most Anticipated Releases 
$AAPL $BA $GE $HAL $INTC $JNJ $MSFT $TSLA $T $VZ
https://t.co/uM1KBBIg4U https://t.co/EAn3wNzgpX",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-22,"💥BIG WEEK OF Q4 EARNINGS AHEAD 👀

*Mon: $IBM $HAL
*Tues: $MSFT $JNJ $GE $VZ $AXP $TXN
*Wed: $TSLA $INTC $BA $T $FCX
*Thurs: $AAPL $HOOD $MCD $V $MA $NUE 
*Fri: $CVX $CAT

$DIA $SPY $QQQ $IWM $VIX https://t.co/aaPIjQqOUC",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-22,"Exciting week of fun filled ER and Popcorn  🍿 with FOMC Wednesday 

Interesting names: $IBM $MSFT $BA $INTC $TSLA $LECX $MA $AAPL $V $CAT $MCD https://t.co/t4y6DHZKna",INTC,Intel Corporation,0.0,0.714,0.286,0.8481,Positive
2022-01-22,"Intel's capex will be $25B to $28B for 2022, 2023, and 2024, but with the $52B Chips Act, it could be $33B to $37B.
There's a 40% tax credit on tools purchased and used in US.
Tools are about 80% of capex.
$INTC $TSM $LRCX $ASML $AMAT $TOELY $KLAC $NVMI $ONTO $CAMT $ASMIY",INTC,Intel Corporation,0.0,0.939,0.061,0.5267,Positive
2022-01-22,"Some implied moves for #earnings next week - 489 companies reporting(1of3):

$AAPL 5.3%
$TSLA 10.2%
$INTC 7.2%
$LRCX 8.1%
$MSFT 6.3%
$TXN 5.8%
$IBM 7.3%
$BA 6.1%
$CAT 4.8%
$MA 5.3%
$V 4.9%
$X 11.0%
$MCD 3.7%
$FCX 7.2%
$ABT 4.4%
$ANTM 5.2%
$KMB 3.6%
$NDAQ 7.1%
$GLW 6.1%
$LVS 7.3%",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-23,"Intel's recently announced $20 billion chip manufacturing complex in Ohio will include two new plants but could expand to as many as eight, counting it among the largest semiconductor manufacturing locations globally. #chipshortage #supplychain $INTC https://t.co/cQMhVj5ZJn",INTC,Intel Corporation,0.0,0.922,0.078,0.4497,Positive
2022-01-23,"Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek:

- Fed Meeting, Powell Speech
- U.S. Inflation Data, Q4 GDP
- $AAPL $MSFT $TSLA Earnings
- $INTC $IBM $HOOD $V $MA Also Report
- $BA $CAT $MCD $JNJ $GE $VZ $T $CVX Results

*May The Trading Gods Be With You 🙏

$DIA $SPY $QQQ https://t.co/6aHx3w9Kg6",INTC,Intel Corporation,0.0,0.929,0.071,0.6114,Positive
2022-01-23,"💥This Week's Most Notable #Earnings:

*Mon: $IBM $HAL $STLD $ZION
*Tues: $MSFT $JNJ $MMM $VZ $AXP $GE $LMT $RTX $TXN
*Wed: $TSLA $INTC $LRCX $BA $T $FCX $ABT $KMB $NDAQ $LVS $NOW
*Thurs: $AAPL $HOOD $MCD $V $MA $LUV $JBLU $NUE $X $MO $BX $TEAM
*Fri: $CAT $CVX $CL

$DIA $SPY $QQQ https://t.co/3ZkeUzX1N0",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-23,"HIGH CONFIDENCE WATCHLIST FOR 01/24/22:

- $INTC Calls above 52.77 Puts under 51.95
- $DIS Calls above 139.35 Puts under 136.6
- $PTON Calls above 29.48 Puts under 26.57
- $FB Calls above 315.5 Puts under 299.5

111❤️'s FOR ANOTHER LOTTO PLAY THIS WEEK! (Flow: @unusual_whales) https://t.co/rKV7s3ngY6",INTC,Intel Corporation,0.0,0.863,0.137,0.8155,Positive
2022-01-24,$INTC expected to announce #Bitcoin purpose built chip next month,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-25,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$INTC

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Real Estate
$O
$PLD
$STAG
$MAIN",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-25,"One of the busiest weeks of Q4 earnings season is here, with close to 20% of the Nasdaq-100 reporting this week. Below is a preview of the most notable companies set to report:

$MSFT $TSLA $AAPL $NOW $INTC https://t.co/YQhTbWjptg",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-26,"Good morning TRADERS 💥👍

PLS RE-TWEET #stickynote 🤑

$MSFT after market we saw $270, amazing. Great Q, now above $300 support $298

$INTC $AMD should rock today with an up market, $DKNG upgrade by $MS, I like it💯😎

$TSLA interesting, but $RIVN I still look short. $AMC $15.50 https://t.co/IDXj5lKuEd",INTC,Intel Corporation,0.026,0.736,0.238,0.8783,Positive
2022-01-26,"🔔 $TSLA 🚗 beats 2021 Q4 earnings, while $INTC 👨‍💻 has a mixed bag",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-27,"#Intel hikes dividend by exactly 5 percent, matching the increase in the previous three years. $INTC",INTC,Intel Corporation,0.0,0.867,0.133,0.3182,Positive
2022-01-27,"Good morning TRADERS 💥👍

PLS RE-TWEET (more 👀 the better) #stickynote

$NFLX her some @BillAckman love today 🤑 while $INTC and $AMD both at key levels✅

Would rather trade $RIVN and $F over $TSLA and let's not forget about $AMC at the $15.50 level.😬

#trading #stocks https://t.co/53cyyr9FPI",INTC,Intel Corporation,0.072,0.722,0.206,0.8427,Positive
2022-01-27,"📟 Stock-on-a-Page📟

I just bought some additional shares of $INTC @ 48.40

The multi-year/billions of CAPEX required to build the Fabs have been taken into account in the fair value calculation.

What do you think about the stock?

#Intel #Stock #Undervalued #StockMarket https://t.co/0O5wsEGLvL",INTC,Intel Corporation,0.0,0.856,0.144,0.7096,Positive
2022-01-28,Bought 1 Share of $MMM at $162.28 and 2 Shares of $INTC at $46.82,INTC,Intel Corporation,0.0,0.732,0.268,0.5267,Positive
2022-02-01,"China to launch platform with Tsinghua for forced IP transfers from Intel, AMD, Infineon, ASML as ""targets""
Either you transfer IP or they limit your market access
Companies will probably go along, and Western Govts will do nothing
$ASML $INTC $AMD $IFNNY
https://t.co/3duMK5lq6U",INTC,Intel Corporation,0.067,0.933,0.0,-0.4588,Negative
2022-02-01,"AMD crushes earnings yet again
+31% YoY guide for 2022 at $21.5B at 51% gross margin, which could be higher than Intel in in 2022
The Q1 guide is $5B, so traditional seasonality is nonexistent in full year guide, definite sandbag, or not enough wafer supply secured
$AMD $INTC https://t.co/DvqeQL8J1P",INTC,Intel Corporation,0.106,0.81,0.085,-0.296,Negative
2022-02-03,"Intel hired ~10,500 employees in 2021
Intel started the year at ~110,600 employees and now they are at ~121,100 
For reference, at the start of 2021, AMD had ~12,600 employees and TSMC had exactly 56,831. 
$INTC $TSM $AMD",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-02-14,$INTC says their crypto mining chip will be 1000 times faster than competitors,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-02-14,"Intel is looking to buy Tower Semi. Very interesting deal that gives Intel share and capabilities within the specialty semiconductor realm!
Tower Semi has a 150mm fab, 3 200mm fabs, and a 300mm fab
Mixed signal, MEMS, RF, analog
$INTC $UMC $TSM $GFS $TSEM
https://t.co/INEulnPiEK",INTC,Intel Corporation,0.0,0.781,0.219,0.8881,Positive
2022-02-17,"Here's $INTC @Intel CEO Pat Gelsinger @PGelsinger holding up an 18A wafer of SRAM.

This is a 'pipecleaner chip' designed to help optimize the process - GAA/RibbonFETs, PowerVias. 

Pat calls this his 'Simba' moment. https://t.co/jywOvOb23r",INTC,Intel Corporation,0.0,0.848,0.152,0.7096,Positive
2022-02-18,"Intel Is Throwing The Kitchen Sink, But Is The Turn Around Plan Reasonable?
Deep dive on Tower Semiconductor Fabs/IP
Intel Culture Shift
Future Product And Roadmap Competitiveness By Business Unit
$INTC $TSM $TSEM $NVDA $AMD $MRVL $AMAT $ASML $LRCX $KLA
https://t.co/VxIUqzJsON",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-02-18,"AMD Sr. fellow Rohit Verma, Lead SoC Architect for Radeon Discrete GPUs, has been poached to be Lead Product Architect for Intel Accelerated Computing Group
""The brain drain, well that’s changed. We now have brains coming back"" Pat Gelsinger
@PGelsinger @Rajaontheedge 
$INTC $AMD https://t.co/KllXeWMHh1",INTC,Intel Corporation,0.0,0.953,0.047,0.2732,Positive
2022-02-18,"By the way, it's finally official.
Intel's margin guidance is lower than TSMC, AMD, Nvidia and Broadcom!
Pretty amazing that AMD can design a CPU, TSMC can fab it, and both individually have higher margin than Intel who does it all.
$INTC $TSM $AMD $NVDA $AVGO https://t.co/kHRW7bAxGI",INTC,Intel Corporation,0.04,0.775,0.185,0.8439,Positive
2022-02-18,"On the back of $INTC @Intel's Investor Meeting yesterday, @IanCutress sat down with Dr. Ann Kelleher, EVP and GM of Intel's Technology Development, to find out how Intel will execute, what the company learned from 10nm, and why components research matters

https://t.co/eKW6WAxhMx https://t.co/5U6QtRWzFw",INTC,Intel Corporation,0.0,0.974,0.026,0.0258,Neutral
2022-02-20,"What an epic year for $AMD. 

$AMD takes over $INTC on the marketcap. Amazing leadership by Lisa Su.",INTC,Intel Corporation,0.0,0.817,0.183,0.5859,Positive
2022-02-22,Bought 7 Shares of $INTC at $44.52,INTC,Intel Corporation,0.0,0.732,0.268,0.296,Positive
2022-02-22,"*AMD REACHES $188 BILLION IN MARKET VALUE, SURPASSING INTEL FOR THE FIRST TIME IN HISTORY 

$AMD $INTC https://t.co/Q0JH8V0l8u",INTC,Intel Corporation,0.0,0.76,0.24,0.6207,Positive
2022-02-23,"Limit buys set for my portfolio:

$TSLA: now &lt;$830
$TDOC: now &lt;$65
$NVTA $7.50
$ENPH: $120
$LMND (initial position): $20, more at $15
$BYND $30
$OTLY $5
$OMCL $95
$SPOT: $135
$SQ: now, &lt;$100
$SHAK: now
$CRSP: now
$SMLR: now, &lt;$75
$Z: now
$INTC: now
$SFM: now
$ABBV: now
$CBRE: now",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-02-23,"Good morning TRADERS 💥👍

Thanks for checking the #stickynote again today, old RE-TWEET ✅👀

semi's look strong with an up market, I'm liking $INTC on the daily 📈

$TDOC $PLTR for @CathieDWood stocks, and both $FB and $MSFT at key levels 🤑💯

$AMC could run today👀

#stocks https://t.co/bSfWXGg3jD",INTC,Intel Corporation,0.037,0.791,0.173,0.8519,Positive
2022-02-23,$AMD now has a larger market cap than Intel $INTC https://t.co/9SSdDRtHK0,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-02-24,"Bought 1 Share of $MSFT at $272.60, 2 Shares of $INTC at $43.86, and 2 Shares of $WBA at $44.24",INTC,Intel Corporation,0.0,0.72,0.28,0.6808,Positive
2022-02-27,"🚨BREAKING NEWS🚨

Intel, $INTC, and AMD, $AMD, stop supplying microchips to Russia.

Source: @unusual_whales",INTC,Intel Corporation,0.109,0.891,0.0,-0.296,Negative
2022-02-27,$AMD and $INTC will no longer provide Russia with microchips,INTC,Intel Corporation,0.196,0.804,0.0,-0.296,Negative
2022-03-01,"A quick chart highlighting a regime change underway. What will this chart look like in five years?

$AMD $NVDA $INTC https://t.co/WKAGOX61uZ",INTC,Intel Corporation,0.0,0.889,0.111,0.3612,Positive
2022-03-02,"Interaction incredibly low. 🤬
I don’t see anyone else keeping u one step ahead of market rotating. 

$CAT $NKE 
&amp; $INTC up nicely from buy spots https://t.co/BT3DmJoHRI",INTC,Intel Corporation,0.07,0.846,0.085,0.1298,Positive
2022-03-06,"Swing Bonus Unlocked 🔓 

🌎 $GOOGL 2800c | 2500p
🍎 $AAPL 175c | 155p
💾 $INTC 55c | 45p
⚡ $RIVN 55c | 40p 

🟦 Entry ⬜ Target 
03/18 Contracts | Trailing Stop &gt; 35% https://t.co/zQDSDZezic",INTC,Intel Corporation,0.047,0.878,0.075,0.3182,Positive
2022-03-08,114bn transistors in your next MacBook. Who would have ever imagined that 40 years ago? Even 20 years ago. How big and pervasive will AI training clusters be in 20 or 40 years? $NVDA $TSMC $INTC $AMD,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-10,"Lotto Friday Triggers 🎯

🇺🇸 $SPY 430c &gt; 427 | 415p &lt; 423
💾 $INTC 47c &gt; 46.78 | 46p &lt; 46.48
🚗 $TSLA 860c &gt; 841 | 810p &lt; 829
🔳 $SQ 120c &gt; 110 | 95p &lt; 104
👾 $AMD 110c &gt; 107 | 103p &lt; 105
🕹️ $NVDA 240c &gt; 229 | 220p &lt; 225

300 ❤️ to Unlock #LottoFriday Picks on Twitter https://t.co/ezfvYfcxLY",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-13,"Apparently, Seth Klarman (billionaire investor, founder/PM at Baupost Group) has been buying $FB $GOOG $INTC $DBX and $MU, among others? He's known for successfully buying unpopular assets while they are undervalued… https://t.co/VDWR57n5oV",INTC,Intel Corporation,0.0,0.86,0.14,0.5994,Positive
2022-03-15,"So Intel all of a sudden has a spare $19b to build a factory in Germany yet they need the US taxpayer to pay $52b to build their factories in the US?
$INTC
https://t.co/HomgKuwQx3",INTC,Intel Corporation,0.041,0.959,0.0,-0.1027,Negative
2022-03-15,"*Intel Announces Initial Investment of More Than EUR33B for Semiconductor R&amp;D and Manufacturing in EU
$INTC",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-15,"Most important chart for stocks right now. What is TSMC telling us?

As a side, $INTC has almost $ 90 bn pencilled for new European capacity, heavily subsidized by the age of European anti-frugality https://t.co/g4RdnRicdS",INTC,Intel Corporation,0.0,0.942,0.058,0.2716,Positive
2022-03-16,"*INTEL IN TALKS FOR $5.5 BILLION IN GERMAN SUBSIDIES FOR FACTORY
$INTC",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-17,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$INTC

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Real Estate💰
$O
$PLD
$STAG
$MAIN",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-18,"In the stock market, there are plenty of stocks that are a good buy under a certain price.

They hit the price somewhat regularly, so it's easy to load up and build positions in these companies. 

Some examples:
$AMZN Amazon under $3,000
$V Visa under $200
$INTC Intel under $45",INTC,Intel Corporation,0.0,0.823,0.177,0.835,Positive
2022-03-23,$NVDA $INTC Nvidia CEO says interested in exploring chip manufacturing with Intel - Reuters,INTC,Intel Corporation,0.0,0.828,0.172,0.4019,Positive
2022-03-24,"Big day in the semis world ⚙️🟢 

$NVDA $INTC $AMD $AMAT https://t.co/M4PsA3iilk",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-03-25,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video for free here:

https://t.co/fKUImrzuBt

Mentioned: $SPY $SPX $QQQ $IWM $RUT $UUP $TNX $TLT $EEM $EFA $USO $GLD $CVX $XOM $TSLA $AAPL $FB $VIX $BTC $GGG $GBTC $CTVA $NVDA $INTC $TXN $BBY https://t.co/c4sgI3laGB",INTC,Intel Corporation,0.0,0.875,0.125,0.7297,Positive
2022-03-27,"The TSMC Supremacy

When Nvidia CEO Jensen Huang unveiled the H100 data center GPU last week (3/22), he said it was made with TSMC’s 4-nanometer process. 

He also said Nvidia is talking to Intel as a new potential foundry partner.

But he warned: 

Thread: 1/17
$TSM $INTC $NVDA",INTC,Intel Corporation,0.053,0.925,0.022,-0.3716,Negative
2022-03-27,"17/17
Nvidia CEO Jensen Huang’s praise has been loud and clear.
-“Without TSMC, Nvidia wouldn’t be where it is today.”
-“In every important battle Nvidia has faced, TSMC has been its most powerful ally.”

Intel should aim for praise like that.
$TSM $NVDA $INTC #semiconductors",INTC,Intel Corporation,0.045,0.658,0.297,0.9273,Positive
2022-03-29,US Senate approves US$52 billion chips bill in bid to reach compromise $INTC $MU $AMAT $NVDA $AMD,INTC,Intel Corporation,0.0,0.798,0.202,0.4215,Positive
2022-04-06,"U.S. chipmaker Intel said it has suspended business operations in Russia, joining a slew of companies to exit the country following its invasion of Ukraine https://t.co/floGuEaX0K $INTC https://t.co/GCOKoX92mZ",INTC,Intel Corporation,0.103,0.897,0.0,-0.4767,Negative
2022-04-06,"Good morning TRADERS 💥👍

Thanks for checking out the daily #stickynote 🤑💪👀

$RIVN affirms numbers but I'm still looking SHORT, $45 needs to break to change my mind.📈

$TLRY nice EPS beat, if it takes the high, I'm in (pun intended) 💚

$AMD $INTC weak, $OXY with up $OIL 🛢️ https://t.co/1N0AK1uvI6",INTC,Intel Corporation,0.076,0.743,0.181,0.8316,Positive
2022-04-06,Intel has suspended its business operations in Russia. It is the latest company to leave the country following Russia’s invasion of Ukraine https://t.co/floGuDTm9c $INTC https://t.co/QqWSZwucpM,INTC,Intel Corporation,0.158,0.842,0.0,-0.5106,Negative
2022-04-07,"Bought 1 share of $DIS at $130.73, 3 shares of $INTC at $47.14, and 2 shares of $WBA at $43.82",INTC,Intel Corporation,0.0,0.72,0.28,0.6808,Positive
2022-04-08,"Some dividend stocks in the information technology sector💰

$TXN Texas Instruments
$CSCO Cisco 
$AAPL Apple
$IBM Int. Business Machines
$MSFT Microsoft 
$INTC Intel 
$ORCL Oracle
$QCOM Qualcomm
$MA Mastercard
$V Visa

Are you holding any of these?",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-08,Bought 6 Shares of $INTC at $47.30,INTC,Intel Corporation,0.0,0.732,0.268,0.296,Positive
2022-04-11,"INTEL ANNOUNCES LATEST FACTORY EXPANSION WITH THE GRAND OPENING OF OREGON D1X-MOD 3
$INTC",INTC,Intel Corporation,0.0,0.777,0.223,0.5766,Positive
2022-04-11,"Bought 1 share of $MSFT at $287.82, 4 shares of $INTC at $46.54, 1 share of $TROW at $145.39, and 1 share of $DIS at $130.43",INTC,Intel Corporation,0.0,0.714,0.286,0.7783,Positive
2022-04-12,Bought 1 share of $DIS at $130.43 and 4 shares of $INTC at $46.54,INTC,Intel Corporation,0.0,0.732,0.268,0.5267,Positive
2022-04-14,Bought 8 shares of $INTC at an average cost of $45.89 and 1 share of $TROW at $140.39,INTC,Intel Corporation,0.0,0.784,0.216,0.5267,Positive
2022-04-15,"#earningsseason  

https://t.co/lObOE0dgsr 

$TSLA $AAPL $AMD $FB $BAC $NFLX $MSFT $AMZN $PYPL $HAL $CLF $SCHW $XOM $GOOGL $JNJ $AAL $CL $SNAP $BK $T $SOFI $TWTR $UPS $LMT $F $INTC $NUE $UPST $BA $IBM $PG $AA $VZ $SQ $SHOP $JBHT $CVX $ASML $UAL $ROKU $QCOM $DIS $PFE $SYF $KO $SI https://t.co/YtataqXsBh",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-16,"Nvidia Ada Lovelace Leaked Specifications, Die Sizes, Architecture, Cost, And Performance Analysis
In depth analysis including rigorous die size estimates for the entire Ada Lovelace lineup!
@Locuza_ and I worked hard on this!
$NVDA $AMD $INTC $TSM
https://t.co/O8cUoDbxXf",INTC,Intel Corporation,0.301,0.699,0.0,-0.9214,Negative
2022-04-17,"Samsung Electronics Cultural Issues Are Causing Disasters In Samsung Foundry, LSI, And Even DRAM Memory
We talk about chip design, logic process technology woes, EUV, DRAM, and some major structural/cultural issues!
$TSM $MU $SSNLF $QCOM $CSCO $INTC $HXSCL
https://t.co/7TM97C6Cmi",INTC,Intel Corporation,0.155,0.845,0.0,-0.7777,Negative
2022-04-22,"Next week will be big..

APPLE, MICROSOFT, TWITTER, FACEBOOK, AMAZON 

Earnings:
April 26- $MSFT, $GM
April 27- $BA, $FB, $QCOM
April 28- $AAPL , $AMZN , $INTC, $TWTR
April 29- $ABBV , $HON",INTC,Intel Corporation,0.0,0.929,0.071,0.347,Positive
2022-04-23,"💥BIG WEEK OF Q1 EARNINGS AHEAD 👀👀

*Mon: $KO
*Tues: $MSFT $GOOGL $V
*Wed: $FB $PYPL $PINS $SPOT $BA
*Thurs: $AAPL $AMZN $TWTR $HOOD $ROKU $INTC $MCD $CAT $MA 
*Fri: $XOM $CVX

$DIA $SPY $QQQ $IWM $VIX https://t.co/m6GRcEoEgE",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-23,"Buckle up everyone, this will be a crazy week!

What's your favorite coming up?

$AAPL $MSFT $GOOG $AMZN $FB $CB $BAS $NOVN $KO $ROG $PHIA $CAST $V $MMM $TXN $UPS $RTX $ADM $ASSA $SE $AMGN $QCOM $AFL $UL $TTE $INTC $HSY $MRK $MCD $DLR $XOM $CVX $ABBV $DGEO $CL $HON $WPC #Earnings https://t.co/B4TexWzHKd",INTC,Intel Corporation,0.042,0.9,0.058,0.2244,Positive
2022-04-23,"Week packed with earnings. 

On Watch: $KO $UPS $CMG $V $GM $GOOGL $GOOG $MSFT $BA $SPOT $FB $PYPL $QCOM $MCD $TWTR $MA $LUV $CAT $DPZ $INTC $ROKU $AMZN $AAPL $XOM $CVX https://t.co/BVxKzB9oOk",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-23,"#earnings for the week 

https://t.co/lObOE0dgsr 

$FB $AAPL $MSFT $AMZN $PYPL $GOOGL $KO $UPS $ATVI $TWTR $XOM $BA $F $GE $SPOT $PEP $ROKU $MMM $CVX $QCOM $VLO $RTX $CL $INTC $JBLU $V $WM $CAT $NOK $LUV $GM $DHI $HOOD $ENPH $CVE $MA $ABBV $OTIS $PHG $CMG $MCD $MRK $DORM $X $ADM https://t.co/Q2N0mmLZyB",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-23,"Earnings next week!

$KO
$ATVI
$AMP
$MSFT
$GOOGL
$V
$CNI
$PEP
$RTX
$GE
$EW
$WM
$GM
$WBD
$ENPH
$TECK
$FB
$TMUS
$QCOM
$PYPL
$AMT
$BA
$NOW
$CME
$CP
$F
$ALGN
$SPOT
$APPL
$AMZN
$MA
$LLY
$TMO
$MRK
$INTC
$MCD
$SNY
$CAT
$NOC
$ROKU
$XOM
$CVX
$AZN

And many more: https://t.co/lNGVHeFz2o https://t.co/h1zhuXHMjo",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-04-24,"💥This Week's Most Notable #Earnings:

*Mon: $KO $ATVI
*Tues: $MSFT $GOOGL $V $GM $UPS $PEP $CMG $GE $MMM $RTX
*Wed: $FB $PYPL $PINS $QCOM $BA $SPOT $TDOC $NOW $TMUS $HOG $HTZ
*Thurs: $AAPL $AMZN $TWTR $INTC $ROKU $HOOD $MA $CAT $MCD $DPZ $LUV $MRK
*Fri: $XOM $CVX $ABBV $AZN $BMY https://t.co/89C0QcJlXI",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
